"";"ID";"REGION";"AGE";"SEXE";"ENFANTS";"DIPLOME";"CLASSE";"data_ech_valeurs"
"209142";209142;6;25;"M";0;4;"B";208
"54378";54378;6;35;"F";0;2;"B";282
"533709";533709;6;60;"F";3;1;"A";215
"721587";721587;6;45;"F";0;1;"C";252
"449354";449354;6;55;"F";5;1;"C";249
"108283";108283;6;20;"F";1;3;"B";272
"87118";87118;6;20;"F";0;2;"A";292
"697760";697760;6;25;"M";0;4;"A";266
"337733";337733;6;65;"F";1;4;"A";283
"983550";983550;6;55;"M";4;3;"A";282
"676004";676004;6;60;"M";2;2;"B";247
"348306";348306;6;30;"F";1;3;"A";227
"982685";982685;6;40;"F";2;2;"C";NA
"8729";8729;6;45;"F";1;2;"B";219
"767547";767547;6;45;"F";2;1;"B";241
"251013";251013;6;50;"M";2;1;"A";205
"367997";367997;6;45;"M";0;1;"B";239
"652286";652286;6;45;"M";0;1;"A";223
"588732";588732;6;35;"M";1;1;"B";227
"936400";936400;6;30;"M";1;3;"B";248
"363040";363040;6;55;"F";2;1;"C";251
"77844";77844;6;25;"M";0;1;"B";225
"201186";201186;6;25;"F";0;3;"A";305
"189420";189420;6;25;"M";0;1;"B";212
"829431";829431;6;40;"F";0;4;"A";265
"290881";290881;6;35;"F";1;3;"B";254
"882686";882686;6;25;"M";1;4;"A";231
"120461";120461;6;20;"M";0;2;"B";245
"909732";909732;6;25;"F";0;1;"A";234
"527891";527891;6;20;"M";0;3;"B";260
"941366";941366;6;65;"F";4;1;"A";261
"629653";629653;6;55;"F";2;3;"C";238
"344729";344729;6;65;"M";1;2;"A";223
"239034";239034;6;65;"F";2;3;"B";239
"736377";736377;6;60;"F";1;3;"A";276
"886425";886425;6;55;"F";1;3;"B";286
"999339";999339;6;60;"F";0;1;"A";227
"612264";612264;6;65;"M";4;1;"A";230
"258882";258882;6;50;"M";0;4;"A";221
"368112";368112;6;50;"F";2;1;"A";226
"282828";282828;6;55;"M";5;2;"B";191
"342496";342496;6;35;"F";2;1;"B";256
"292093";292093;6;45;"F";2;2;"C";268
"826322";826322;6;30;"F";1;1;"A";257
"985055";985055;6;20;"F";0;1;"A";257
"323694";323694;6;30;"F";3;2;"A";232
"725008";725008;6;30;"M";2;3;"C";236
"3794";3794;6;20;"F";0;2;"B";236
"92057";92057;6;35;"M";0;3;"B";278
"301451";301451;6;40;"M";1;1;"B";198
"230793";230793;6;65;"M";4;3;"C";NA
"432097";432097;6;20;"F";0;2;"C";235
"487077";487077;6;65;"F";0;1;"B";258
"750990";750990;6;60;"F";2;2;"B";227
"714319";714319;6;60;"M";3;1;"A";186
"649731";649731;6;20;"M";0;2;"B";214
"814875";814875;6;30;"M";1;4;"C";253
"553220";553220;6;45;"M";5;2;"C";186
"988095";988095;6;65;"F";1;1;"C";215
"689366";689366;6;65;"F";2;1;"B";242
"639008";639008;6;35;"M";0;3;"B";248
"347076";347076;6;35;"F";1;4;"A";254
"345898";345898;6;35;"M";0;1;"C";246
"40686";40686;6;50;"M";1;2;"A";228
"152049";152049;6;35;"M";2;2;"A";235
"14954";14954;6;60;"F";2;2;"A";257
"918592";918592;6;20;"M";1;1;"A";229
"271821";271821;6;50;"M";1;1;"B";242
"441713";441713;6;55;"F";0;1;"C";229
"51811";51811;6;35;"F";2;2;"C";211
"881297";881297;6;40;"F";2;4;"A";284
"989751";989751;6;25;"F";0;1;"B";218
"947151";947151;6;45;"F";2;1;"A";270
"604860";604860;6;50;"F";0;2;"A";237
"435106";435106;6;50;"F";1;2;"A";236
"373781";373781;6;45;"F";1;1;"C";244
"579057";579057;6;25;"F";1;1;"B";224
"935231";935231;6;55;"M";2;2;"A";192
"864264";864264;6;30;"M";1;2;"A";227
"663376";663376;6;30;"F";0;4;"A";267
"71925";71925;6;60;"M";0;2;"A";237
"213592";213592;6;55;"M";4;1;"A";213
"696527";696527;6;65;"F";3;2;"C";239
"852586";852586;6;60;"F";3;1;"B";236
"863282";863282;6;50;"F";2;3;"B";218
"907924";907924;6;35;"F";4;4;"A";271
"11388";11388;6;35;"F";2;2;"B";256
"309625";309625;6;25;"F";0;3;"A";238
"791299";791299;6;40;"M";1;4;"A";NA
"527854";527854;6;35;"F";2;4;"A";304
"288028";288028;6;40;"M";2;3;"B";214
"6074";6074;6;60;"F";2;2;"A";230
"372245";372245;6;35;"M";1;2;"A";231
"817650";817650;6;35;"F";2;2;"B";271
"221959";221959;6;30;"F";0;3;"B";270
"714119";714119;6;50;"F";3;2;"B";247
"848281";848281;6;40;"M";3;2;"B";203
"675506";675506;6;40;"M";5;1;"A";203
"320139";320139;6;35;"M";1;4;"C";253
"655073";655073;6;30;"F";0;3;"C";286
"575651";575651;6;50;"M";3;1;"B";225
"941022";941022;6;45;"M";1;4;"B";264
"895585";895585;6;25;"F";0;2;"A";227
"775274";775274;6;40;"F";1;3;"A";215
"4896";4896;6;50;"F";1;2;"A";265
"613334";613334;6;40;"M";0;1;"A";241
"200546";200546;6;60;"M";2;4;"B";287
"437450";437450;6;35;"M";2;3;"A";224
"472512";472512;6;40;"M";1;2;"B";219
"193273";193273;6;20;"M";0;3;"B";258
"182238";182238;6;30;"M";0;2;"A";219
"251502";251502;6;55;"F";1;3;"B";281
"680291";680291;6;40;"F";0;1;"A";246
"855696";855696;6;60;"M";3;1;"A";226
"619601";619601;6;45;"M";2;1;"A";225
"770448";770448;6;65;"F";4;4;"B";283
"644790";644790;6;20;"M";0;3;"C";216
"517975";517975;6;60;"F";4;3;"A";296
"88183";88183;6;25;"M";0;1;"B";213
"754195";754195;6;20;"M";1;3;"B";214
"678596";678596;6;30;"F";0;2;"A";283
"500168";500168;6;45;"M";1;3;"A";223
"227873";227873;6;50;"M";2;1;"A";NA
"891580";891580;6;25;"M";0;4;"B";236
"449933";449933;6;65;"M";5;1;"B";256
"867181";867181;6;20;"M";0;2;"B";202
"874032";874032;6;65;"M";5;1;"A";235
"636985";636985;6;50;"F";3;1;"B";229
"500292";500292;6;60;"F";1;3;"A";239
"980672";980672;6;30;"M";0;3;"B";219
"715937";715937;6;50;"M";2;1;"C";226
"23897";23897;6;45;"F";2;4;"B";276
"427055";427055;6;20;"F";0;1;"C";240
"314862";314862;6;60;"F";0;2;"B";269
"991031";991031;6;25;"F";0;3;"B";296
"732128";732128;6;35;"M";0;4;"A";256
"170860";170860;6;35;"F";2;4;"B";311
"891519";891519;6;55;"M";2;1;"B";268
"985499";985499;6;55;"F";2;3;"A";216
"872862";872862;6;30;"F";2;3;"B";227
"228588";228588;6;65;"F";4;1;"A";217
"536268";536268;6;40;"F";3;1;"A";236
"722463";722463;6;30;"F";0;3;"A";286
"970296";970296;6;35;"F";3;2;"B";242
"224732";224732;6;60;"M";2;3;"C";245
"762525";762525;6;40;"M";1;1;"A";238
"222817";222817;6;40;"M";2;3;"A";233
"868646";868646;6;50;"M";1;3;"A";218
"694433";694433;6;60;"M";2;1;"B";217
"119263";119263;6;25;"F";1;2;"C";247
"828681";828681;6;40;"F";1;3;"B";221
"727814";727814;6;45;"M";5;3;"B";234
"166785";166785;6;50;"M";1;2;"B";218
"940817";940817;6;65;"F";4;1;"B";229
"591626";591626;6;20;"F";0;2;"B";265
"172285";172285;6;20;"F";0;1;"A";203
"75823";75823;6;40;"M";1;1;"A";221
"365014";365014;6;45;"M";0;2;"A";197
"464108";464108;6;50;"F";4;3;"B";NA
"270179";270179;6;40;"M";2;2;"A";244
"783616";783616;6;40;"M";2;3;"A";256
"644341";644341;6;50;"M";2;1;"B";215
"463880";463880;6;35;"M";1;3;"B";259
"817096";817096;6;35;"M";1;3;"B";216
"199561";199561;6;20;"F";0;1;"B";250
"409498";409498;6;30;"F";1;4;"B";265
"514158";514158;6;60;"F";4;1;"C";217
"407495";407495;6;50;"F";2;2;"B";241
"281029";281029;6;50;"M";2;1;"A";199
"754865";754865;6;25;"M";0;4;"B";246
"851747";851747;6;65;"F";2;2;"C";226
"949325";949325;6;20;"F";0;3;"A";270
"167658";167658;6;20;"F";0;3;"B";235
"261603";261603;6;20;"M";0;1;"C";201
"122073";122073;6;55;"F";1;1;"A";238
"118586";118586;6;65;"M";2;1;"B";216
"689920";689920;6;20;"M";0;3;"A";256
"671318";671318;6;65;"M";4;1;"B";241
"116242";116242;6;20;"F";0;2;"A";267
"690888";690888;6;30;"M";0;4;"A";240
"647001";647001;6;45;"M";1;3;"C";214
"397962";397962;6;35;"F";0;1;"B";233
"573097";573097;6;25;"F";1;2;"B";226
"362426";362426;6;40;"M";4;4;"A";265
"443468";443468;6;35;"F";0;2;"A";241
"721099";721099;6;60;"M";0;1;"B";202
"576497";576497;6;25;"F";0;2;"A";254
"676189";676189;6;30;"M";1;3;"A";258
"834302";834302;6;50;"M";3;1;"B";205
"718357";718357;6;40;"M";1;1;"A";199
"224942";224942;6;50;"M";2;4;"B";246
"114782";114782;6;30;"M";2;3;"B";226
"251998";251998;6;25;"F";0;3;"A";253
"892844";892844;6;30;"F";1;1;"C";220
"170077";170077;6;65;"M";3;2;"B";221
"577530";577530;6;45;"M";0;3;"B";250
"334178";334178;6;40;"F";3;3;"A";269
"36748";36748;6;25;"F";1;4;"A";282
"312047";312047;6;25;"M";2;2;"A";223
"917239";917239;6;50;"M";0;1;"A";252
"429190";429190;6;65;"F";1;1;"B";250
"272669";272669;6;35;"F";1;3;"A";279
"20020";20020;6;35;"F";2;2;"C";290
"71075";71075;6;55;"F";2;2;"B";276
"19702";19702;6;40;"F";0;2;"A";248
"763656";763656;6;25;"F";1;4;"A";239
"73079";73079;6;30;"F";0;4;"B";259
"471322";471322;6;65;"F";5;1;"B";234
"807435";807435;6;55;"M";2;3;"C";220
"267679";267679;6;50;"M";2;3;"C";286
"944930";944930;6;30;"M";1;2;"C";245
"214788";214788;6;45;"F";1;3;"B";255
"617315";617315;6;55;"M";0;3;"B";232
"458188";458188;6;20;"M";0;2;"B";248
"789351";789351;6;45;"M";0;1;"A";245
"824899";824899;6;25;"M";1;3;"C";232
"918013";918013;6;50;"M";1;4;"B";NA
"405390";405390;6;60;"M";0;2;"B";180
"805535";805535;6;65;"M";5;1;"B";238
"618986";618986;6;30;"M";2;3;"A";291
"394449";394449;6;30;"M";1;1;"A";214
"980935";980935;6;25;"M";0;3;"B";195
"874062";874062;6;65;"F";3;1;"A";254
"245251";245251;6;45;"F";1;2;"C";NA
"883909";883909;6;35;"F";0;4;"B";269
"733224";733224;6;25;"M";0;2;"A";230
"981974";981974;6;55;"M";3;3;"B";231
"415764";415764;6;40;"M";2;3;"A";257
"181588";181588;6;35;"F";1;1;"A";254
"871180";871180;6;30;"F";0;2;"B";293
"689155";689155;6;65;"F";2;2;"B";251
"191784";191784;6;45;"M";3;1;"B";204
"679707";679707;6;20;"F";0;2;"A";283
"816067";816067;6;35;"F";2;3;"C";270
"148073";148073;6;35;"F";3;4;"A";244
"817133";817133;6;25;"M";0;3;"A";229
"998949";998949;6;20;"M";0;1;"B";254
"385910";385910;6;25;"F";1;2;"C";246
"991056";991056;6;30;"F";1;3;"A";249
"296273";296273;6;20;"M";0;2;"B";179
"831085";831085;6;40;"M";1;1;"A";175
"953183";953183;6;50;"F";3;1;"A";242
"746409";746409;6;25;"F";0;2;"A";261
"763279";763279;6;45;"M";2;1;"A";236
"645974";645974;6;20;"M";0;2;"A";232
"625352";625352;6;50;"F";2;3;"B";285
"517577";517577;6;65;"F";3;1;"B";238
"452230";452230;6;55;"M";3;1;"B";210
"957225";957225;6;50;"M";2;4;"A";298
"969831";969831;6;30;"M";1;2;"C";239
"68757";68757;6;35;"F";1;1;"B";289
"925703";925703;6;35;"F";0;2;"A";243
"311464";311464;6;30;"F";0;2;"B";222
"930408";930408;6;60;"F";3;1;"A";239
"110001";110001;6;25;"F";0;4;"C";292
"753942";753942;6;50;"M";3;2;"B";286
"717093";717093;6;30;"M";0;3;"A";251
"406408";406408;6;45;"M";3;2;"B";222
"90583";90583;6;35;"F";3;2;"B";214
"656835";656835;6;50;"F";0;3;"A";273
"903486";903486;6;30;"M";3;3;"B";257
"75936";75936;6;35;"M";1;4;"A";238
"380143";380143;6;35;"M";1;1;"B";194
"922574";922574;6;45;"F";4;1;"B";259
"633871";633871;6;40;"M";1;1;"B";194
"534257";534257;6;30;"F";0;2;"A";263
"31415";31415;6;65;"M";4;1;"C";247
"376126";376126;6;65;"F";1;4;"B";267
"994456";994456;6;40;"F";3;4;"B";241
"983580";983580;6;45;"M";0;3;"B";259
"520292";520292;6;55;"M";0;1;"B";202
"278017";278017;6;40;"M";2;3;"B";253
"463021";463021;6;55;"M";3;1;"B";218
"835636";835636;6;30;"F";0;2;"B";218
"177565";177565;6;25;"M";0;3;"A";201
"279117";279117;6;65;"F";3;2;"B";262
"305361";305361;6;60;"F";1;4;"B";282
"682246";682246;6;55;"F";0;1;"C";249
"529187";529187;6;20;"M";0;2;"A";240
"762587";762587;6;40;"M";1;4;"B";219
"186103";186103;6;65;"M";3;3;"B";250
"671357";671357;6;40;"F";4;2;"A";272
"481111";481111;6;35;"F";3;1;"B";209
"165838";165838;6;40;"M";3;3;"C";279
"287518";287518;6;60;"F";1;2;"C";236
"635955";635955;6;30;"M";1;4;"B";241
"885797";885797;6;25;"M";0;4;"A";254
"48889";48889;6;60;"M";3;3;"B";243
"541728";541728;6;25;"M";1;3;"B";272
"64371";64371;6;35;"F";1;4;"C";271
"815460";815460;6;25;"M";0;4;"A";218
"858706";858706;6;55;"M";3;3;"C";238
"542303";542303;6;20;"F";0;3;"B";237
"476438";476438;6;40;"M";2;2;"B";235
"377275";377275;6;65;"M";3;1;"B";194
"687170";687170;6;35;"F";5;2;"B";243
"422170";422170;6;65;"M";3;2;"B";226
"952851";952851;6;20;"M";0;2;"A";273
"15024";15024;6;35;"M";1;1;"A";231
"149497";149497;6;65;"F";3;1;"C";233
"740229";740229;6;55;"M";1;3;"C";236
"631433";631433;6;45;"M";2;1;"B";227
"625189";625189;6;25;"F";0;2;"C";263
"30532";30532;6;50;"F";4;2;"A";246
"72993";72993;6;65;"M";2;1;"B";185
"300720";300720;6;65;"M";3;1;"B";225
"369820";369820;6;55;"F";1;1;"B";264
"882648";882648;6;30;"M";1;1;"A";224
"479587";479587;6;45;"M";5;3;"A";265
"256823";256823;6;60;"F";5;1;"B";258
"446976";446976;6;35;"M";1;4;"B";264
"977428";977428;6;30;"M";0;2;"C";213
"654996";654996;6;50;"F";5;2;"A";292
"670003";670003;6;30;"M";1;3;"A";248
"115737";115737;6;45;"F";3;4;"B";273
"233345";233345;6;60;"M";1;1;"B";209
"187370";187370;6;35;"M";2;3;"B";NA
"989201";989201;6;35;"F";1;3;"B";264
"233378";233378;6;30;"F";1;2;"A";293
"544201";544201;6;65;"F";2;2;"B";220
"922389";922389;6;40;"M";2;2;"B";258
"67698";67698;6;20;"M";0;2;"A";237
"420376";420376;6;65;"F";1;1;"C";254
"159513";159513;6;35;"F";0;3;"A";272
"95775";95775;6;65;"F";2;2;"B";267
"135064";135064;6;40;"F";2;1;"A";230
"708349";708349;6;30;"F";1;2;"B";264
"908215";908215;6;40;"M";3;3;"B";187
"714055";714055;6;30;"F";0;3;"C";285
"242196";242196;6;65;"F";2;1;"B";281
"299436";299436;6;30;"M";2;2;"C";244
"165806";165806;6;60;"F";2;1;"B";233
"749154";749154;6;40;"M";1;4;"B";236
"643152";643152;6;45;"F";1;2;"A";197
"463170";463170;6;20;"F";0;3;"A";266
"233903";233903;6;45;"F";1;2;"B";232
"469439";469439;6;50;"F";0;2;"B";251
"453674";453674;6;65;"F";0;2;"B";274
"998894";998894;6;40;"F";4;3;"B";223
"231294";231294;6;35;"F";2;2;"B";298
"296370";296370;6;35;"M";1;1;"A";216
"280173";280173;6;25;"F";0;4;"B";284
"193519";193519;6;25;"M";0;3;"B";247
"647869";647869;6;35;"F";3;1;"A";244
"124567";124567;6;30;"M";0;3;"B";250
"705733";705733;6;25;"F";0;2;"C";225
"893113";893113;6;45;"F";1;1;"A";227
